PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
11437,SW,hrv,0,Croatian,Croatian,P,4558
11458,SW,ces,0,Czech,Czech,P,
11496,SW,dan,0,Danish,Danish,P,46312
11659,SW,nld,0,Dutch,Dutch,P,10812
11722,SW,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,5155
11870,SW,gsw,0,"German, Swiss","German, Swiss",P,2898
11871,SW,deu,0,"German, Standard","German, Standard",P,37652
11880,SW,aln,0,"Albanian, Gheg","Albanian, Gheg",P,5025
11942,SW,ell,0,Greek,Greek,P,12191
12051,SW,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,18820
12057,SW,yue,0,"Chinese, Yue","Chinese, Yue",P,20529
12155,SW,hun,0,Hungarian,Hungarian,P,10841
12174,SW,isl,0,Icelandic,Icelandic,P,4999
12247,SW,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,92263
12256,SW,eng,0,English,English,P,3094
12273,SW,ita,0,Italian,Italian,P,10551
12368,SW,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,3203
12700,SW,vie,0,Vietnamese,Vietnamese,P,8934
12795,SW,kor,0,Korean,Korean,P,4597
12877,SW,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,10668
13007,SW,lvs,0,"Latvian, Standard","Latvian, Standard",P,4588
13017,SW,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,22229
13077,SW,lit,0,Lithuanian,Lithuanian,P,9352
13150,SW,smj,0,"Saami, Lule","Saami, Lule",P,
13150,SW,swe,0,Swedish,Swedish,S,
13169,SW,ayl,0,"Arabic, Libyan Spoken","Arabic, Libyan Spoken",P,2054
13186,SW,mkd,0,Macedonian,Macedonian,P,3896
13483,SW,mid,0,Mandaic,Mandaic,P,
13483,SW,swe,0,Swedish,Swedish,S,
13819,SW,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,5585
14029,SW,sme,3475,"Saami, North","Saami, North: Saami, Northern",P,5657
14039,SW,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,2966
14045,SW,nor,0,Norwegian,Norwegian,P,36112
14371,SW,pes,0,"Persian, Iranian","Persian, Iranian",P,43123
14373,SW,spa,0,Spanish,Spanish,P,4207
14411,SW,sje,0,"Saami, Pite","Saami, Pite",S,
14411,SW,swe,0,Swedish,Swedish,P,
14431,SW,pol,0,Polish,Polish,P,57213
14449,SW,por,0,Portuguese,Portuguese,P,2819
14567,SW,rmy,3045,"Romani, Vlax","Romani, Vlax: Kalderash",P,
14571,SW,ron,0,Romanian,Romanian,P,17299
14574,SW,swe,0,Swedish,Swedish,P,27256
14598,SW,rus,0,Russian,Russian,P,9027
14864,SW,srp,0,Serbian,Serbian,P,10764
14962,SW,slk,0,Slovak,Slovak,P,1224
14964,SW,slv,0,Slovene,Slovene,P,917
14983,SW,som,0,Somali,Somali,P,45685
15064,SW,sma,16148,"Saami, South","Saami, South: Saami, Southern",P,677
15077,SW,spa,0,Spanish,Spanish,P,8395
15104,SW,apd,0,"Arabic, Sudanese Spoken","Arabic, Sudanese Spoken",P,2203
15148,SW,swe,0,Swedish,Swedish,P,8595900
15149,SW,swe,0,Swedish,Swedish,P,4831
15152,SW,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,28396
15175,SW,tgl,0,Tagalog,Tagalog,P,3377
15201,SW,tgk,0,Tajik,Tajik,P,25852
15468,SW,bod,0,"Tibetan, Central","Tibetan, Central",P,966
15481,SW,tir,0,Tigrigna,Tigrigna,P,12909
15641,SW,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,4099
15696,SW,ukr,0,Ukrainian,Ukrainian,P,3077
15707,SW,sju,0,"Saami, Ume","Saami, Ume",S,
15707,SW,swe,0,Swedish,Swedish,P,
15741,SW,eng,0,English,English,P,15282
18274,SW,tur,0,Turkish,Turkish,P,33099
18943,SW,fin,0,Finnish,Finnish,S,
18943,SW,swe,0,Swedish,Swedish,P,
19007,SW,swl,0,"Swedish Sign Language","Swedish Sign Language",P,19966
19211,SW,hin,0,Hindi,Hindi,P,
19211,SW,sin,0,Sinhala,Sinhala,S,
19211,SW,swe,0,Swedish,Swedish,S,
19211,SW,urd,0,Urdu,Urdu,S,
19223,SW,por,47,Portuguese,"Portuguese: Brasil",P,3260
19246,SW,swe,0,Swedish,Swedish,P,15169
19615,SW,tru,0,Turoyo,Turoyo,P,16696
20297,SW,spa,0,Spanish,Spanish,P,6691
20455,SW,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,
20455,SW,swe,0,Swedish,Swedish,S,
21071,SW,ovd,0,Ovdalian,Ovdalian,P,2427
10130,SY,abk,0,Abkhaz,Abkhaz,P,5128
10161,SY,ady,0,Adyghe,Adyghe,P,24509
10429,SY,hye,0,Armenian,Armenian,P,
10429,SY,hyw,0,"Armenian, Western","Armenian, Western",S,
10464,SY,aii,0,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic",P,
10759,SY,ars,0,"Arabic, Najdi Spoken","Arabic, Najdi Spoken",P,
10759,SY,ayp,0,"Arabic, North Mesopotamian Spoken","Arabic, North Mesopotamian Spoken",S,
10998,SY,bul,0,Bulgarian,Bulgarian,P,1670
11140,SY,eng,0,English,English,P,1664
11234,SY,fra,0,French,French,P,9552
11295,SY,cld,0,"Chaldean Neo-Aramaic","Chaldean Neo-Aramaic",P,
11317,SY,che,0,Chechen,Chechen,P,4262
11597,SY,rmt,0,Domari,Domari,P,
11620,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,
11675,SY,kbd,0,Kabardian,Kabardian,P,33622
11722,SY,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,67975
11871,SY,deu,0,"German, Standard","German, Standard",P,1592
11942,SY,ell,0,Greek,Greek,P,4778
12368,SY,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,31835
12877,SY,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,1491971
13017,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,79591
13046,SY,avl,0,"Arabic, Eastern Egyptian Bedawi Spoken","Arabic, Eastern Egyptian Bedawi Spoken",P,
13175,SY,amw,0,"Western Neo-Aramaic","Western Neo-Aramaic",P,16515
14229,SY,oss,0,Ossetic,Ossetic,P,47912
14276,SY,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,461566
14371,SY,pes,0,"Persian, Iranian","Persian, Iranian",P,45663
14449,SY,por,0,Portuguese,Portuguese,P,795
14598,SY,rus,0,Russian,Russian,P,
15077,SY,spa,0,Spanish,Spanish,P,875
15152,SY,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",S,
15152,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,
15153,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,98
15741,SY,eng,0,English,English,P,1425
18805,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,1326846
19007,SY,xxx,0,Unknown,"Language unknown",P,182840
19615,SY,tru,0,Turoyo,Turoyo,P,22285
20327,SY,ayp,0,"Arabic, North Mesopotamian Spoken","Arabic, North Mesopotamian Spoken",P,47755
20455,SY,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,10539
21538,SY,tur,30002,Turkish,"Turkish: Levantine Turkmen",P,300000
10491,SZ,bar,0,Bavarian,Bavarian,P,40191
10953,SZ,bos,0,Bosnian,Bosnian,P,33584
11069,SZ,kea,0,Kabuverdianu,Kabuverdianu,P,2304
11140,SZ,eng,0,English,English,P,41620
11205,SZ,fin,0,Finnish,Finnish,P,2333
11232,SZ,frp,9867,Arpitan,"Arpitan: Franco-provencal",P,8341
11233,SZ,fra,0,French,French,P,1751133
11277,SZ,tha,0,Thai,Thai,P,8557
11437,SZ,hrv,0,Croatian,Croatian,P,40372
11458,SZ,ces,9058,Czech,"Czech: Southwest Bohemian",P,6906
11659,SZ,nld,0,Dutch,Dutch,P,13386
11764,SZ,fra,0,French,French,P,19132
11870,SZ,gsw,0,"German, Swiss","German, Swiss",P,4568479
11871,SZ,deu,0,"German, Standard","German, Standard",P,297460
11942,SZ,ell,0,Greek,Greek,P,6797
12051,SZ,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,9359
12155,SZ,hun,0,Hungarian,Hungarian,P,8494
12273,SZ,ita,0,Italian,Italian,P,304150
12322,SZ,jpn,0,Japanese,Japanese,P,5098
12877,SZ,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,8515
13017,SZ,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,16218
13098,SZ,lmo,0,Lombard,Lombard,P,
13186,SZ,mkd,0,Macedonian,Macedonian,P,63739
14202,SZ,rmo,0,"Romani, Sinte","Romani, Sinte",P,25112
14449,SZ,por,0,Portuguese,Portuguese,P,257698
14553,SZ,roh,0,Romansh,Romansh,P,42640
14571,SZ,ron,0,Romanian,Romanian,P,4246
14598,SZ,rus,0,Russian,Russian,P,10179
14864,SZ,srp,0,Serbian,Serbian,P,92305
15077,SZ,spa,0,Spanish,Spanish,P,76662
15148,SZ,swe,0,Swedish,Swedish,P,6736
15175,SZ,tgl,0,Tagalog,Tagalog,P,16985
15468,SZ,bod,0,"Tibetan, Central","Tibetan, Central",P,8000
15741,SZ,eng,0,English,English,P,5024
15843,SZ,wae,0,Walser,Walser,P,17786
18274,SZ,tur,0,Turkish,Turkish,P,71684
18762,SZ,gsw,0,"German, Swiss","German, Swiss",P,23436
19007,SZ,sgg,0,"Swiss-German Sign Language","Swiss-German Sign Language",P,
19007,SZ,slf,0,"Swiss-Italian Sign Language","Swiss-Italian Sign Language",S,
19007,SZ,ssr,0,"Swiss-French Sign Language","Swiss-French Sign Language",S,
19207,SZ,aae,0,"Albanian, Arbereshe","Albanian, Arbereshe",P,107332
19211,SZ,gsw,0,"German, Swiss","German, Swiss",S,
19211,SZ,hin,0,Hindi,Hindi,S,
19211,SZ,sin,0,Sinhala,Sinhala,P,
19211,SZ,urd,0,Urdu,Urdu,S,
11140,TD,eng,0,English,English,P,11481
11234,TD,fra,0,French,French,P,4257
11871,TD,deu,0,"German, Standard","German, Standard",P,2741
12057,TD,yue,0,"Chinese, Yue","Chinese, Yue",P,20790
12347,TD,eng,0,English,English,P,652
14449,TD,por,0,Portuguese,Portuguese,P,2727
14771,TD,eng,0,English,English,P,
14771,TD,hns,10639,"Hindustani, Sarnami","Hindustani, Sarnami: Trinidad Bhojpuri",S,
15077,TD,spa,0,Spanish,Spanish,P,4156
15086,TD,acf,0,"Saint Lucian Creole French","Saint Lucian Creole French",P,3992
15152,TD,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,2873
15578,TD,eng,0,English,English,P,737726
15579,TD,trf,0,"Trinidadian Creole English","Trinidadian Creole English",P,10082
15741,TD,eng,0,English,English,P,2772
19007,TD,lst,0,"Trinidad and Tobago Sign Language","Trinidad and Tobago Sign Language",P,6865
19576,TD,tgh,0,"Tobagonian Creole English","Tobagonian Creole English",P,40481
10223,TH,ahk,0,Akha,Akha,P,58163
10326,TH,eng,0,English,English,P,
10329,TH,eng,0,English,English,P,740
10790,TH,ben,7966,Bengali,"Bengali: Siripuria",P,34465
10881,TH,bzi,0,Bisu,Bisu,P,725
10892,TH,blk,0,Pa'o,Pa'o,P,
11029,TH,mya,0,Burmese,Burmese,P,204880
11140,TH,eng,0,English,English,P,43572
11164,TH,eng,0,English,English,P,57007
11234,TH,fra,0,French,French,P,4128
11277,TH,tha,0,Thai,Thai,P,19800658
11343,TH,cmn,8839,"Chinese, Mandarin","Chinese, Mandarin: Xinan Guanhua",S,
11343,TH,mnp,0,"Chinese, Min Bei","Chinese, Min Bei",P,
11344,TH,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,1487882
11359,TH,rhg,0,Rohingya,Rohingya,P,4041
11366,TH,cog,0,Chong,Chong,P,568
11686,TH,bru,0,"Bru, Eastern","Bru, Eastern",P,25197
12053,TH,nan,6466,"Chinese, Min Nan","Chinese, Min Nan: Hokkien",P,8127
12054,TH,hak,0,"Chinese, Hakka","Chinese, Hakka",P,78503
12057,TH,yue,0,"Chinese, Yue","Chinese, Yue",P,39252
12111,TH,kkh,0,Khun,Khun,P,6933
12112,TH,mww,0,"Hmong Daw","Hmong Daw",P,35767
12140,TH,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,75248
12289,TH,ium,0,"Iu Mien","Iu Mien",P,44533
12309,TH,jhi,0,Jehai,Jehai,P,156
12322,TH,jpn,0,Japanese,Japanese,P,14349
12587,TH,kyu,0,"Kayah, Western","Kayah, Western",P,21693
12602,TH,meo,0,"Malay, Kedah","Malay, Kedah",P,1010
12649,TH,lbn,0,Rmeet,Rmeet,P,
12662,TH,khm,0,Khmer,Khmer,P,64131
12665,TH,blr,0,Blang,Blang,P,1368
12666,TH,nod,0,"Thai, Northern","Thai, Northern",P,7295747
12700,TH,vie,2,Vietnamese,"Vietnamese: South",P,121135
12701,TH,knq,0,Kintaq,Kintaq,P,142
12795,TH,kor,0,Korean,Korean,P,
12949,TH,lhu,85,Lahu,"Lahu: Na",P,
12990,TH,soa,0,"Thai Song","Thai Song",P,35656
13076,TH,lis,0,Lisu,Lisu,P,
13128,TH,xxx,0,Unknown,"Language unknown",P,6933
13129,TH,thm,0,Aheu,Aheu,P,1558
13437,TH,sou,17425,"Thai, Southern","Thai, Southern: Thai Malay",S,
13437,TH,zlm,0,Malay,Malay,P,
13749,TH,mra,0,Mlabri,Mlabri,P,134
13769,TH,mwt,0,Moken,Moken,P,2080
13772,TH,mkm,0,Moklen,Moklen,P,4417
13845,TH,mpz,0,Mpi,Mpi,P,1536
14077,TH,cbn,0,Nyahkur,Nyahkur,P,1594
14094,TH,nyl,0,Nyeu,Nyeu,P,211
14178,TH,pce,0,"Palaung, Ruching","Palaung, Ruching",P,6156
14196,TH,sin,345,Sinhala,"Sinhala: Sinhalese",P,
14250,TH,pdu,0,Kayan,Kayan,P,2763
14343,TH,mfa,0,"Malay, Pattani","Malay, Pattani",P,1034892
14377,TH,prt,0,Prai,Prai,P,20315
14379,TH,phu,0,Phuan,Phuan,P,206979
14383,TH,pht,0,"Phu Thai","Phu Thai",P,486399
14483,TH,pan,761,"Punjabi, Eastern","Punjabi, Eastern: Punjabi",P,
14485,TH,puo,0,Puoc,Puoc,P,3562
14490,TH,kjt,0,"Karen, Phrae Pwo","Karen, Phrae Pwo",P,6220
14532,TH,eky,0,"Kayah, Eastern","Kayah, Eastern",P,18497
14533,TH,bwe,0,"Karen, Bwe","Karen, Bwe",P,2136
14631,TH,skb,0,Saek,Saek,P,
14680,TH,stu,0,Samtao,Samtao,P,122
14839,TH,kns,0,Kensiu,Kensiu,P,
14881,TH,ksw,0,"Karen, S'gaw","Karen, S'gaw",P,208509
14966,TH,sss,0,So,So,P,
15067,TH,sou,0,"Thai, Southern","Thai, Southern",P,5054308
15187,TH,blt,0,"Tai Dam","Tai Dam",P,
15358,TH,brv,0,"Bru, Western","Bru, Western",P,23969
15361,TH,cja,0,"Cham, Western","Cham, Western",P,
15361,TH,cjm,0,"Cham, Eastern","Cham, Eastern",S,
15375,TH,lcp,0,"Lawa, Western","Lawa, Western",P,8765
15395,TH,kjp,0,"Karen, Pwo Eastern","Karen, Pwo Eastern",P,
15395,TH,pww,0,"Karen, Pwo Northern","Karen, Pwo Northern",S,
15460,TH,tts,0,"Thai, Northeastern","Thai, Northeastern",P,18097103
15690,TH,ugo,0,Ugong,Ugong,P,512
15722,TH,sou,0,"Thai, Southern","Thai, Southern",S,
15722,TH,urk,1135,"Urak Lawoi'","Urak Lawoi': Urak Lawoi",P,
15727,TH,urd,0,Urdu,Urdu,P,7181
15741,TH,eng,0,English,English,P,20647
15759,TH,prk,0,"Wa, Parauk","Wa, Parauk",P,6866
16018,TH,lhi,0,"Lahu Shi","Lahu Shi",P,15415
16053,TH,yno,0,Yong,Yong,P,13910
16062,TH,yoy,0,Yoy,Yoy,P,7866
16147,TH,tts,17417,"Thai, Northeastern","Thai, Northeastern: Central Isan",P,8677
16148,TH,nyw,0,Nyaw,Nyaw,P,80000
18205,TH,shn,0,Shan,Shan,P,98315
18211,TH,tam,18869,Tamil,"Tamil: Tigalu",P,34412
18495,TH,hnj,0,"Hmong Njua","Hmong Njua",P,
18495,TH,mww,10655,"Hmong Daw","Hmong Daw: Mong Leng",S,
18566,TH,khb,0,Lu,Lu,P,90689
18725,TH,cuu,0,"Tai Ya","Tai Ya",P,1025
18842,TH,mlf,0,Mal,Mal,P,4875
18878,TH,kjg,11973,Khmu,"Khmu: Rok",P,
18888,TH,lwl,0,"Lawa, Eastern","Lawa, Eastern",P,
18888,TH,nod,0,"Thai, Northern","Thai, Northern",S,
18889,TH,tnz,0,Ten'edn,Ten'edn,P,354
18899,TH,aeu,0,Akeu,Akeu,P,416
19007,TH,bfk,0,"Ban Khor Sign Language","Ban Khor Sign Language",S,
19007,TH,csd,0,"Chiangmai Sign Language","Chiangmai Sign Language",S,
19007,TH,tsq,0,"Thai Sign Language","Thai Sign Language",P,
19055,TH,kdt,0,Kuay,Kuay,P,
19055,TH,tha,0,Thai,Thai,S,
19055,TH,tts,0,"Thai, Northeastern","Thai, Northeastern",S,
19086,TH,mnw,0,Mon,Mon,P,119225
19206,TH,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",S,
19206,TH,tha,0,Thai,Thai,P,
19248,TH,tha,0,Thai,Thai,P,202
19250,TH,tvn,0,Tavoyan,Tavoyan,P,540
19254,TH,nod,17423,"Thai, Northern","Thai, Northern: Tai Wang",P,8677
19257,TH,xxx,0,Unknown,"Language unknown",P,591
19258,TH,tha,17426,Thai,"Thai: Khorat Thai",P,552953
19259,TH,xxx,0,Unknown,"Language unknown",P,2074
19260,TH,xxx,0,Unknown,"Language unknown",P,57243
19261,TH,xxx,0,Unknown,"Language unknown",P,229
19262,TH,tha,0,Thai,Thai,P,6455
19263,TH,xxx,0,Unknown,"Language unknown",P,2171
19264,TH,tha,0,Thai,Thai,P,34328
19271,TH,sou,17424,"Thai, Southern","Thai, Southern: Tak Bai",P,21693
19272,TH,xxx,0,Unknown,"Language unknown",P,56723
19273,TH,xxx,0,Unknown,"Language unknown",P,28363
19767,TH,tha,0,Thai,Thai,P,2587083
19768,TH,sou,0,"Thai, Southern","Thai, Southern",P,1284180
19921,TH,kxm,0,"Khmer, Northern","Khmer, Northern",P,1445372
20333,TH,pww,0,"Karen, Pwo Northern","Karen, Pwo Northern",P,83164
20733,TH,lhu,566,Lahu,"Lahu: Nyi",P,3176
21531,TH,mqt,0,Mok,Mok,P,696
10429,TI,hye,0,Armenian,Armenian,P,
10429,TI,hyw,0,"Armenian, Western","Armenian, Western",S,
10528,TI,azj,0,"Azerbaijani, North","Azerbaijani, North",P,6112
10705,TI,bak,7824,Bashkort,"Bashkort: Bashkir",P,
10998,TI,bul,0,Bulgarian,Bulgarian,P,
11065,TI,bel,0,Belarusian,Belarusian,P,
11382,TI,chv,0,Chuvash,Chuvash,P,
11597,TI,tgk,0,Tajik,Tajik,P,3083
11865,TI,kat,10173,Georgian,"Georgian: Xevsur",P,1678
11871,TI,deu,0,"German, Standard","German, Standard",P,3630
11942,TI,ell,0,Greek,Greek,P,1011
12599,TI,kaz,0,Kazakh,Kazakh,P,
12795,TI,kor,0,Korean,Korean,P,
12933,TI,kir,0,Kyrgyz,Kyrgyz,P,
12952,TI,lbe,12694,Lak,"Lak: Vixlin",P,2399
13118,TI,mhr,13728,"Mari, Meadow","Mari, Meadow: Mari, Low",P,611
13775,TI,ron,0,Romanian,Romanian,P,586
13809,TI,myv,0,Erzya,Erzya,P,4378
14039,TI,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,1329068
14229,TI,oss,0,Ossetic,Ossetic,P,
14322,TI,prp,0,Parsi,Parsi,P,2553
14324,TI,paq,0,Parya,Parya,P,4025
14371,TI,pes,0,"Persian, Iranian","Persian, Iranian",P,72392
14571,TI,ron,0,Romanian,Romanian,P,736
14598,TI,rus,0,Russian,Russian,P,
14727,TI,sgy,0,Sanglechi,Sanglechi,P,1702
14921,TI,sgh,0,Shughni,Shughni,P,124430
15201,TI,tgk,0,Tajik,Tajik,P,7147898
15202,TI,abh,0,"Arabic, Tajiki Spoken","Arabic, Tajiki Spoken",P,
15202,TI,tgk,0,Tajik,Tajik,S,
15284,TI,tat,0,Tatar,Tatar,P,
15654,TI,tuk,17843,Turkmen,"Turkmen: Yomut",P,19265
15686,TI,udm,0,Udmurt,Udmurt,P,1092
15696,TI,ukr,0,Ukrainian,Ukrainian,P,3962
15755,TI,uig,0,Uyghur,Uyghur,P,972
15940,TI,yai,0,Yagnobi,Yagnobi,P,16102
16013,TI,yah,0,Yazgulyam,Yazgulyam,P,13574
18274,TI,tur,0,Turkish,Turkish,P,1424
18693,TI,wbl,0,Wakhi,Wakhi,P,34871
19007,TI,xxx,0,Unknown,"Language unknown",P,68302
20244,TI,bgn,0,"Balochi, Western","Balochi, Western",P,5047
20542,TI,isk,0,Ishkashimi,Ishkashimi,P,866
21363,TI,rmt,0,Domari,Domari,P,4081
12035,TK,hat,0,"Haitian Creole","Haitian Creole",P,7473
15578,TK,tch,0,"Turks and Caicos Creole English","Turks and Caicos Creole English",P,26045
15741,TK,eng,0,English,English,P,1235
19007,TK,xxx,0,Unknown,"Language unknown",P,270
15535,TL,tkl,0,Tokelauan,Tokelauan,P,1268
11164,TN,eng,0,English,English,P,750
13409,TN,num,15007,Niuafo'ou,"Niuafo'ou: Niuafoou",P,741
13410,TN,ton,0,Tongan,Tongan,P,1767
15554,TN,ton,0,Tongan,Tongan,P,101888
19007,TN,xxx,0,Unknown,"Language unknown",P,545
10154,TO,adq,0,Adangbe,Adangbe,P,4533
10156,TO,ade,4919,Adele,"Adele: Upper",P,37025
10158,TO,ajg,0,Aja,Aja,P,221438
10185,TO,aug,0,Aguna,Aguna,P,16723
10218,TO,aka,0,Akan,Akan,P,81503
10221,TO,keu,0,Akebu,Akebu,P,82782
10325,TO,ahl,0,Igo,Igo,P,6800
10355,TO,cko,0,Anufo,Anufo,P,84836
10361,TO,ayg,4788,Ginyanga,"Ginyanga: Anyanga",P,14167
10534,TO,bba,0,Baatonum,Baatonum,P,24453
10560,TO,bqg,0,Bago-Kusuntu,Bago-Kusuntu,P,12424
10706,TO,blo,0,Anii,Anii,P,
10836,TO,beh,0,Biali,Biali,P,2924
10842,TO,xon,0,Konkomba,Konkomba,P,101477
10983,TO,lef,0,Lelemi,Lelemi,P,8153
11042,TO,bib,0,Bisa,Bisa,P,13602
11169,TO,ewe,0,Ewe,Ewe,P,1738957
11222,TO,ewe,0,Ewe,Ewe,S,
11222,TO,fon,0,Fon,Fon,P,
11222,TO,fra,0,French,French,S,
11234,TO,fra,0,French,French,P,6276
11297,TO,aks,0,Akaselem,Akaselem,P,69719
11470,TO,dag,0,Dagbani,Dagbani,P,
11601,TO,dop,0,Lukpa,Lukpa,P,21124
11775,TO,fra,0,French,French,S,
11775,TO,fue,3790,"Fulfulde, Borgu","Fulfulde, Borgu: Benin-Togo",P,
11786,TO,gaa,0,Ga,Ga,P,5307
11817,TO,gng,0,Ngangam,Ngangam,P,67518
11871,TO,deu,0,"German, Standard","German, Standard",P,731
12004,TO,gux,0,Gourmanchema,Gourmanchema,P,288502
12070,TO,hau,0,Hausa,Hausa,P,
12163,TO,xwl,0,"Gbe, Western Xwla","Gbe, Western Xwla",P,30821
12184,TO,ife,0,Ife,Ife,P,
12396,TO,kbp,0,Kabiye,Kabiye,P,1211088
12472,TO,xkb,4787,"Nago, Northern","Nago, Northern: Kambole",P,58710
12815,TO,kdh,0,Tem,Tem,P,265227
12830,TO,kef,0,Kpessi,Kpessi,P,5871
12831,TO,kpo,0,Ikposo,Ikposo,P,
12832,TO,kye,0,Krache,Krache,P,5705
12884,TO,kus,0,Kusaal,Kusaal,P,1452
13017,TO,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,8282
13112,TO,nmz,0,Nawdm,Nawdm,P,179053
13217,TO,mxl,0,"Gbe, Maxi","Gbe, Maxi",P,51244
13471,TO,maw,0,Mampruli,Mampruli,P,
13625,TO,mql,0,Mbelime,Mbelime,P,2608
13753,TO,mfq,0,Moba,Moba,P,
13802,TO,mos,14275,Moore,"Moore: Yanga",P,39901
14051,TO,ntr,3011,Delo,"Delo: Ntrubo",P,8966
14985,TO,tbz,4825,Ditammari,"Ditammari: Tamberma",P,38877
15004,TO,soy,0,Miyobe,Miyobe,P,16887
15531,TO,wes,0,"Pidgin, Cameroon","Pidgin, Cameroon",P,4076
15809,TO,wwa,0,Waama,Waama,P,20781
15813,TO,wci,0,"Gbe, Waci","Gbe, Waci",P,861390
16057,TO,yor,0,Yoruba,Yoruba,P,122260
18887,TO,lam,4227,Lamba,"Lamba: Lima",S,
18887,TO,las,0,Lama,Lama,P,
18922,TO,bsc,0,Oniyan,Oniyan,S,
18922,TO,bud,0,Ntcham,Ntcham,P,
18922,TO,fra,0,French,French,S,
18922,TO,xon,0,Konkomba,Konkomba,S,
19007,TO,fsl,0,"French Sign Language","French Sign Language",P,79910
19053,TO,gej,0,Gen,Gen,P,480270
19575,TO,wud,0,Wudu,Wudu,P,2585
10332,TP,aoa,0,Angolar,Angolar,P,
10332,TP,cri,0,Saotomense,Saotomense,S,
11069,TP,kea,0,Kabuverdianu,Kabuverdianu,P,5933
11187,TP,fan,0,Fang,Fang,P,2508
11435,TP,cri,0,Saotomense,Saotomense,P,185324
14462,TP,cri,0,Saotomense,Saotomense,S,
14462,TP,pre,0,Principense,Principense,P,
19007,TP,xxx,0,Unknown,"Language unknown",P,1568
10379,TS,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,275912
10395,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,1224
12344,TS,jbn,14504,Nafusi,"Nafusi: Jerbi",P,10300
13169,TS,ayl,0,"Arabic, Libyan Spoken","Arabic, Libyan Spoken",P,507053
13587,TS,jbn,0,Nafusi,Nafusi,P,5563
15641,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,10664495
15642,TS,ajt,0,"Arabic, Judeo-Tunisian","Arabic, Judeo-Tunisian",P,
15642,TS,fra,0,French,French,S,
19007,TS,tse,0,"Tunisian Sign Language","Tunisian Sign Language",P,58295
19206,TS,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,580
19213,TS,xxx,0,Unknown,"Language unknown",P,87548
20965,TS,jbn,0,Nafusi,Nafusi,P,4532
20966,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,3935
20967,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,825
20968,TS,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,8239
10153,TT,adb,0,Adabe,Adabe,P,5923
11015,TT,bfn,0,Bunak,Bunak,P,65166
11469,TT,ddg,0,Fataluku,Fataluku,P,43839
12025,TT,hbu,10509,Habun,"Habun: Habu",P,3198
12054,TT,hak,0,"Chinese, Hakka","Chinese, Hakka",P,770
12179,TT,idt,0,Idate,Idate,P,15994
12430,TT,krd,0,Kairui-Midiki,Kairui-Midiki,P,17774
12614,TT,kem,0,Kemak,Kemak,P,73463
12954,TT,lka,0,Lakalei,Lakalei,P,3851
13234,TT,mkz,0,Makasae,Makasae,P,120856
13254,TT,nxa,0,Nauete,Nauete,P,17774
